Contig	Pos	SNP	Allele1	Allele2	ChrPos	JekyllIs_MAF	D2Gen5_106	D2Gen5_1153	D2Gen5_1155	D2Gen5_1157	D2Gen5_1158	D2Gen5_1161	D2Gen5_1162	D2Gen5_1165	D2Gen5_1437	D2Gen5_1522	D2Gen5_1523	D2Gen5_1524	D2Gen5_1525	D2Gen5_1527	D2Gen5_1528	D2Gen5_209	D2Gen5_212	D2Gen5_213	D2Gen5_505	D2Gen5_506	D2Gen5_507	D2Gen5_508	D2Gen5_512	D2Gen5_513	D2Gen5_514	D2Gen5_515	D2Gen5_516	D2Gen5_518	D2Gen5_519	D2Gen5_520	D2Gen5_521	D2Gen5_522	D2Gen5_523	D2Gen5_524	D2Gen5_525	D2Gen5_526	D2Gen5_527	D2Gen5_529	D2Gen5_530	D2Gen5_532	D2Gen5_534	D2Gen5_537	D2Gen5_540	D2Gen5_541	D2Gen5_545	D2Gen5_547	D2Gen5_548	D2Gen5_549	D2Gen5_550	D2Gen5_551
Contig7695	3021	Contig7695_3021	2	0	14183265	0.930527	1.888891	1.666492	NA	0.333508	0.333508	0.199997	1.666112	1.666492	NA	0.199997	0.199997	0.199997	1.666492	0.111109	0.199997	1.800003	1.800003	0.333508	1.665787	0.333508	1.08963	0.333508	1.800003	1.666492	NA	0.199997	0.333508	0.199997	NA	NA	1	0.111109	NA	NA	NA	0.111109	1.004373	NA	0.360781	0.333508	0.111109	0.333508	0.199997	0.111109	1.623577	NA	0.333508	1.666447	NA	0.199997
Contig7695	3073	Contig7695_3073	3	2	14183317	0.709232	1.666492	1.001265	NA	0.333508	0.199997	0.199997	NA	1.666492	NA	NA	NA	0.200015	1.666492	0.111109	0.199997	1.666492	1.800003	NA	1.666447	0.199997	0.333508	0.199999	NA	1.666492	NA	NA	NA	0.199997	0.333508	NA	1	0.030302	NA	0.333508	0.333553	0.199997	0.333508	NA	NA	0.333508	0.199997	0.333508	0.367743	0.199997	NA	NA	0.199997	1.666492	0.333508	0.199997
Contig7695	3149	Contig7695_3149	0	2	14183393	0.926103	1.666227	0.998736	0.333508	0.333888	1	0.334213	1.666492	0.199997	1	0.111109	0.333508	0.199997	0.333508	0.333553	0.111109	0.199997	1.941178	NA	1.00037	0.199997	1.666492	0.058822	NA	1.666492	NA	NA	NA	0.997471	0.333508	NA	1.666492	0.030302	NA	0.199997	NA	0.199997	0.333553	NA	NA	0.333508	0.333508	0.333508	0.376421	NA	0.199997	NA	0.998735	NA	0.333508	0.333508
Contig7695	3158	Contig7695_3158	3	2	14183402	0.693808	1.666492	0.998735	0.333508	0.33361	1	0.333553	1.666492	0.199997	1	0.111109	0.333508	0.200006	0.333508	0.199997	0.058822	0.199997	1.888891	NA	1	0.111109	1.666492	0.058822	NA	1.666492	NA	NA	NA	0.997473	0.333508	NA	1.666492	0.030302	NA	0.199997	NA	0.199997	0.333508	NA	NA	0.333508	0.333508	0.333683	0.333508	NA	0.058822	NA	1	NA	NA	0.334213
Contig7695	3166	Contig7695_3166	2	0	14183410	0.952278	1.666447	0.998793	0.333508	0.333773	1.000957	0.33361	1.666492	0.199997	1.00037	0.111109	0.333888	0.199997	0.333508	0.199997	0.058822	0.998735	1.888891	NA	1	0.111109	1.666492	0.111109	NA	1.666492	NA	NA	NA	0.997471	0.333553	NA	1.666492	0.030302	NA	0.200015	NA	0.199997	0.333508	NA	NA	0.333508	0.333508	0.333508	0.333773	NA	0.058822	NA	0.998633	NA	NA	0.360781
Contig7695	3206	Contig7695_3206	3	1	14183450	0.958555	1.888891	0.33473	0.333553	0.199997	1.666492	0.333508	1.666492	0.199997	1.001367	0.111109	0.33361	0.333508	0.333508	0.199997	0.058822	0.998735	1.888891	0.333508	1	0.111109	1.666492	0.111109	0.333508	1.666492	0.333553	0.199997	1.800003	0.998735	0.199997	NA	1.666447	0.199997	0.33509	0.200003	0.334213	0.333508	0.333508	NA	0.33361	0.333508	NA	0.199997	0.998734	0.199997	0.030302	NA	1	NA	0.333508	0.199997
Contig7695	3294	Contig7695_3294	0	2	14183538	0.984962	1.888891	0.980291	0.33361	0.199997	0.333508	0.199997	NA	0.333508	0.333508	0.333508	NA	0.058822	0.333508	NA	0.058822	1.000003	1.800003	1.666317	1.666492	NA	0.199999	NA	1	1.888891	0.333508	0.376421	1.800003	0.333508	1	0.333508	0.333508	0.199997	1	NA	NA	NA	1.666492	NA	NA	0.333508	1.000002	0.99963	1.004001	0.199999	0.333508	0.333508	0.997471	1.666492	0.999997	0.200001
Contig7695	3410	Contig7695_3410	1	0	14183654	0.979618	1.888891	0.998736	0.333508	0.199997	0.33473	NA	NA	NA	NA	NA	0.333508	NA	1.000059	0.333508	0.199997	0.998734	1.800003	NA	1.666492	0.333508	0.333683	0.199997	1.666317	1.666492	NA	NA	NA	0.98743	0.889915	NA	NA	0.199997	NA	0.33361	0.199997	0.333508	NA	NA	NA	0.333508	0.333508	0.199997	0.333553	0.333508	0.333508	NA	NA	NA	NA	NA
Contig7695	3473	Contig7695_3473	2	1	14183717	0.107279	0.058822	1.001207	1.665272	1.666492	0.999208	1.001265	1	NA	1.800003	1.666492	1.800003	1.941178	1.000005	1.800003	1.888891	1.666492	0.199997	0.333508	1.666492	1.800003	0.333508	1.800003	1	0.199997	NA	1.666492	0.200003	0.111109	1.666492	NA	NA	1.800003	1.666492	NA	1.666492	1.666227	0.333508	1.666492	NA	NA	1.941178	1	1.800003	NA	1.800003	1.666492	0.333508	0.360781	0.333508	1.800003
Contig7695	3632	Contig7695_3632	3	2	14183876	0.980368	1.888891	0.910368	0.33361	0.199997	0.33361	0.111109	0.998734	0.199997	0.997471	0.058822	0.200003	0.199997	1.000001	NA	0.111109	1.666492	NA	0.333773	1.800003	0.199997	1.005662	0.910368	0.199997	1.888891	NA	0.199999	1.800003	NA	0.333508	0.33361	0.333553	0.111109	0.333508	NA	NA	0.199997	NA	0.33361	NA	NA	0.333508	0.333508	NA	0.199997	NA	NA	1	1.800003	1.001266	0.111109
Contig7695	3781	Contig7695_3781	3	1	14184025	0.968154	1.888891	1.666492	NA	0.111109	1.666227	NA	1	0.199997	0.998735	0.199997	0.333888	0.058822	0.199997	0.333508	0.199997	0.199997	1.888891	1.799992	0.998734	0.199997	1.639217	NA	0.111109	1.941178	0.333508	0.33361	1.800003	1	0.199997	0.199997	0.333508	0.030302	1	NA	0.058822	0.058822	0.998736	NA	NA	0.199997	0.999737	0.99963	1.639217	0.333508	NA	0.199997	NA	1.888891	1.005045	0.333508
Contig7695	3811	Contig7695_3811	3	0	14184055	0.441135	0.111109	0.674548	NA	1.639217	1.663162	0.199997	1	1.666492	1	1.969698	1.800003	1.969698	1.888891	1.800003	1.800003	1.800003	0.199997	0.030302	1.888891	1.800003	0.333508	NA	1.888891	0.111109	1.058541	1.800003	0.199997	0.007751	1.800003	1.666492	1.666492	1.969698	1	NA	1.001265	1.800003	1.007276	NA	1.639217	1.666492	0.998735	1.000164	0.200006	1.800003	NA	1.888891	1.666492	0.333508	0.989988	1.800003
Contig7695	3867	Contig7695_3867	2	0	14184111	1e-06	0.030302	0.398404	1.665787	1.941178	1.66639	0.111109	1.666227	1.800003	1.000164	1.941178	1.800003	1.941178	1.888891	1.941178	1.665272	0.199997	0.111109	0.980125	1.666492	1.666492	0.333508	0.333508	0.999836	0.058822	1.800001	1.888891	0.336838	0.111109	NA	NA	0.998734	1.888891	0.998734	1.666492	1.00037	1.666227	1.666492	1.888891	1.639217	1.666492	NA	0.367743	0.199997	1.941178	0.333508	1	1.001266	0.111109	0.007751	1.800003
Contig7695	3930	Contig7695_3930	0	2	14184174	0.92885	1.888891	0.015384	0.367743	0.030302	0.333508	0.199997	NA	1.110083	0.199997	0.058822	0.333508	0.333553	0.367743	0.199997	0.199997	1	1.666492	0.030302	0.333508	0.33509	0.367743	0.200019	0.997471	1.941178	0.199999	0.199997	1.00126	1.002529	1	NA	1.001266	0.030302	0.999999	0.336838	1.666492	NA	0.199997	0.111109	NA	0.199997	0.199997	1.662257	1.666112	0.111109	1.665787	1	0.199997	1.888891	1.888891	0.333508
Contig7695	4018	Contig7695_4018	3	0	14184262	0.938463	1.941178	0.999995	NA	0.993674	1.888891	0.111109	0.199997	0.998735	NA	0.200006	0.111109	0.111109	1.00037	0.111109	NA	1.666492	1.800003	1.000001	0.199997	0.199997	0.333508	0.333508	NA	1.888891	NA	0.199999	1.002529	1.00002	1.888891	0.199997	1.888891	0.015384	0.998735	0.333508	1	0.333553	1.800003	0.360781	NA	0.200003	0.199997	1.000164	NA	0.058822	NA	NA	1.196831	NA	1.941178	0.058822
Contig7695	4126	Contig7695_4126	3	0	14184370	0.016408	0.200004	1.001266	1.800001	1.800003	0.111109	1.001195	0.333683	1.002532	1.666492	1.666492	NA	1.888891	1.015672	1.888891	1.666492	0.999999	0.030302	1.001266	NA	NA	NA	0.999999	NA	0.111109	NA	1.666492	1	0.199997	1	1.800003	0.998736	1.969698	1.800003	1.800003	0.889915	NA	NA	1.632257	NA	1.66639	1.666492	NA	0.333508	1.800003	0.199997	0.999836	1.666492	0.333508	1	1.969698
Contig7695	4259	Contig7695_4259	2	0	14184503	0.905799	0.367743	1.666227	0.199997	0.333508	1.800003	0.333888	1	1.001251	1	0.199997	NA	0.111109	0.333508	0.333508	0.199999	1.800003	1.800003	1.612782	0.111109	0.333508	1.666492	0.997996	0.058822	0.33473	0.333508	0.199997	0.199997	0.997471	0.999994	0.33361	1.001266	0.111109	1.800003	0.199997	NA	NA	0.199997	0.333553	NA	0.199997	0.333508	NA	1.002529	0.111109	0.333508	NA	NA	NA	0.333508	0.111109
Contig7695	4287	Contig7695_4287	3	0	14184531	0.7199	1.66639	1.000996	0.199997	NA	1.800003	0.333508	1.001266	1.00126	0.333553	0.199997	NA	0.111109	0.333508	0.111109	0.200004	1.799988	1.888891	1.666227	0.801525	0.333508	1.800003	0.997471	0.999892	1.666492	0.333553	0.333508	0.997471	1.941178	0.199997	0.199997	1.666492	0.111109	1.800003	0.199997	1.632257	0.333508	0.333508	0.333553	NA	0.111109	1.666112	1.666227	1.002529	0.111109	0.33361	NA	NA	NA	1.666492	0.333508
Contig7695	4309	Contig7695_4309	3	0	14184553	0.27347	1.800003	0.998737	1.666492	NA	0.333508	1.888891	0.998734	0.333683	1.666492	1.800003	NA	1.800003	1.666492	1.799988	1.800003	0.998805	0.111109	0.367743	1	NA	0.058822	1.888891	1.941178	1.666227	NA	1.666492	1.000002	1.005045	1.800003	1.800003	1	1.941178	0.199997	1.666492	0.33509	1.666492	1.800003	1.66639	NA	1.888891	0.200004	0.333508	0.997471	1.666492	1.66639	NA	NA	NA	1.666447	1.666492
Contig7695	4310	Contig7695_4310	2	3	14184554	0.28506	1.799997	0.997998	1.666492	NA	0.333508	1.888891	0.998734	0.376421	1.666492	1.800003	NA	1.800003	1.666492	1.799988	1.800003	0.998736	0.111109	0.367743	1.000064	NA	0.058822	1.888891	1.941178	1.666447	NA	1.666492	1	1.005045	1.800003	1.800003	1	1.941178	0.199997	1.666492	0.33509	1.666492	1.800003	1.666492	NA	1.888891	0.199999	0.333508	0.997471	1.666492	1.66639	NA	NA	NA	1.66639	1.666492
Contig7695	4344	Contig7695_4344	1	3	14184588	0.592941	1.800003	1.00041	NA	0.333508	NA	0.993692	1.800003	1.632257	0.199997	0.111109	NA	0.333508	0.33361	0.199999	0.199997	0.33361	1.888891	1.666492	1	0.333508	1.888891	0.199999	0.200003	1.800003	0.333508	NA	0.999998	1.800003	0.333508	0.333508	1	0.030302	1.800003	NA	1.800001	0.200001	0.99434	0.333508	NA	0.20001	1.800003	1.666492	1.800003	0.333508	1.666447	NA	NA	1.623577	0.865779	NA
Contig7695	4383	Contig7695_4383	1	0	14184627	0.068738	0.111109	0.999836	1.666227	1.666492	0.997471	1.001265	0.333508	0.333508	1.666492	1.666492	NA	1.666492	1.666492	1.888891	1.888891	1.000629	0.333773	0.199997	0.199999	1.800003	0.058822	1.800003	1.663162	0.111109	1.800003	NA	0.999999	0.199997	NA	1.666492	0.999836	1.969698	0.333553	NA	0.111109	1.800003	1.004373	1.666492	NA	1.800003	0.199997	0.33473	0.333508	NA	1.000792	NA	NA	0.367743	1.666492	1.66491
Contig7695	4398	Contig7695_4398	0	3	14184642	0.210885	0.058822	0.998407	1.663162	1.666492	0.997471	1.00392	0.333773	0.333773	1.800003	1.666492	NA	1.666447	1.800003	1.888891	1.941178	1.000164	0.333508	0.199997	0.99874	1.800003	0.058822	1.666492	0.199997	0.111109	1.800003	NA	1.000002	0.111109	1.666492	1.666492	1	1.969698	0.333508	NA	0.199997	1.800001	1.00026	1.666227	NA	1.799999	0.111109	0.333553	0.199997	NA	1.000465	NA	NA	0.199997	1.66639	1.800001
Contig7695	4457	Contig7695_4457	0	3	14184701	0.163065	0.030302	0.998733	1.632257	0.334213	0.997471	1.005662	1.666492	1.800003	1.66639	1.800003	1.665787	1.666492	1.623577	1.666492	1.888891	0.997471	0.111109	0.111109	1.888891	1.666492	NA	1.800003	0.765711	0.199997	1.800001	NA	0.333553	0.199997	1.666492	1.666492	1.666492	1.969698	1.666492	NA	0.333508	1.666447	0.336838	NA	1.66491	1.666492	0.376421	0.333508	0.199997	1.800001	1.666492	NA	NA	0.111109	0.333553	1.941178
Contig7695	4529	Contig7695_4529	0	2	14184773	0.74934	1.969698	1	0.333508	1.666112	NA	0.058822	0.333508	0.111109	NA	0.199997	0.111109	0.111109	NA	NA	0.199999	1	1.800003	1.888891	1.005662	NA	0.333508	0.33509	1	NA	0.376421	NA	1.888891	1.666112	NA	0.111109	1.001266	0.199997	0.199997	0.333508	1	0.199997	NA	NA	0.199997	0.333888	1	1.665967	NA	0.111109	1.632257	1.663882	NA	1.612782	1.800001	0.111109
Contig7695	4657	Contig7695_4657	1	3	14184901	0.979534	1.888891	1	NA	NA	1.666492	0.200019	1.001266	1.666492	0.333508	0.333508	NA	NA	1	0.333508	0.20006	1.000003	1.799994	0.333508	1.800003	0.200017	1.666492	0.33473	0.999977	NA	0.199997	NA	1.001266	1.666492	1.002004	0.199997	0.999836	0.333508	1.800003	NA	NA	0.333508	0.333508	0.200015	0.199997	NA	NA	1.800003	1.666227	0.333508	NA	0.99434	NA	1.66639	1.800003	NA
Contig7695	4658	Contig7695_4658	3	1	14184902	0.919931	1.888891	1	NA	NA	1.666492	0.200019	1.001265	1.666492	0.333508	0.333508	NA	NA	1	0.333508	0.199999	1.000003	1.800003	0.333508	1.800003	0.200017	1.666492	0.333553	0.999869	NA	0.200015	NA	1.001266	1.666492	1.002004	0.199997	0.997468	0.333508	1.800003	NA	NA	0.333508	0.333508	0.199997	0.199997	NA	NA	1.800003	1.665272	0.333508	NA	0.995706	NA	1.666492	1.800003	NA
Contig7695	4663	Contig7695_4663	1	0	14184907	0.981974	1.888891	1	NA	NA	1.666492	0.200012	1.000002	1.666447	0.333508	0.333553	NA	NA	1.001263	0.333508	0.199997	1.000004	1.888891	0.333553	1.799999	0.200075	1.666492	0.199997	0.999336	NA	0.20001	NA	1.001266	1.666492	0.995997	0.199999	1.001264	0.333508	1.001266	NA	NA	0.333508	0.333508	0.199997	0.199997	NA	0.333508	1.800003	1.65789	0.333508	NA	0.99434	NA	1.665787	1.800003	0.333508
Contig7695	4674	Contig7695_4674	3	1	14184918	0.979333	1.888891	1	NA	NA	1.666492	0.111109	0.999999	1.666492	0.333508	0.333508	NA	NA	1.001225	0.333508	0.199997	1.000003	1.888891	0.33361	1.666492	0.200361	1.666492	0.199997	1.001265	NA	0.199997	NA	1.001266	NA	1.000207	0.333888	1	0.333508	1.000002	NA	1.666492	0.333508	0.333508	0.199997	0.199997	NA	0.333508	1.800003	1.623577	0.333508	0.333553	0.333508	NA	1.666492	1.800001	0.199997
Contig7695	4719	Contig7695_4719	2	0	14184963	0.952076	1.888891	1.00011	NA	NA	1.666492	0.111109	1.000002	1	0.999045	NA	NA	NA	1.88889	0.333508	0.199997	1.000003	1.800003	0.199997	NA	NA	1.666492	0.199997	0.990698	NA	NA	NA	1.001266	1.662257	1.666492	0.333508	1	0.333508	0.999992	NA	1.666492	0.33473	0.333508	0.200006	0.111109	0.333508	0.333508	1.800003	1.666492	NA	1.000164	0.99963	NA	1.666492	1.800003	0.200004
Contig7695	4809	Contig7695_4809	0	3	14185053	0.94582	1.799988	0.33509	0.333508	NA	NA	0.333773	0.333508	1.662257	0.340313	0.333508	0.200033	0.058822	0.991099	0.337743	0.333508	NA	1.800001	NA	1.800001	0.199999	NA	NA	1.659687	1.66491	NA	NA	NA	1.665272	1.662257	NA	NA	NA	1.666492	0.340313	1.800003	0.333508	NA	NA	0.333773	NA	1.66639	1.00037	NA	0.33361	0.33361	0.337743	0.33509	1.66639	0.337743	0.200006
Contig7695	4833	Contig7695_4833	3	1	14185077	0.843656	1.800001	0.33509	0.199997	NA	NA	0.367743	1	NA	NA	0.333508	0.337743	0.030302	1.01501	0.337743	0.333553	NA	1.666492	NA	1.001253	0.111109	NA	0.360781	NA	1.66491	NA	NA	NA	1.666317	1.662257	0.333508	NA	NA	1.666492	0.199999	1.001266	0.33473	NA	NA	0.334213	NA	1.66639	1.00037	NA	0.33361	0.33361	0.337743	0.33509	1.66639	0.200022	0.111109
Contig7695	4890	Contig7695_4890	0	2	14185134	0.999995	1.661119	1.00037	0.33361	0.199999	1.639217	0.333553	1.001266	0.33509	1.666492	NA	0.33509	0.111108	1.00008	NA	0.199997	0.333508	1.888891	1.66491	0.997996	0.333508	NA	1.003093	0.910736	NA	0.33361	0.376421	1.800001	1.800003	NA	0.199997	0.333508	NA	NA	0.333773	0.998002	0.333508	1.66639	NA	0.333508	0.333508	NA	1.800003	NA	0.337743	0.33361	1.66639	NA	1.800003	1.024674	0.111109
Contig7695	4965	Contig7695_4965	1	3	14185209	0.940527	1.666492	1.022543	NA	0.340313	1.666492	NA	1.800003	1.023908	NA	0.111108	NA	0.111109	NA	0.340313	0.058822	1.000022	NA	1.666492	0.999965	0.199999	0.99434	1.000001	0.111109	1.800003	0.33361	0.333508	1.666492	0.997998	1.662257	0.199999	NA	0.200003	1.888891	0.333508	NA	0.20001	1.79956	NA	0.199997	0.33361	0.199997	0.994708	NA	NA	NA	NA	NA	1.665272	1.00037	0.111109
Contig7695	4983	Contig7695_4983	2	3	14185227	0.981496	1.666492	1.800001	0.333508	0.340313	1.666227	NA	1.800003	1.022952	0.333508	0.058822	NA	0.111108	NA	NA	0.199997	1.000022	NA	0.998736	0.998734	0.111109	0.99434	0.340313	0.058822	1.800003	0.33361	0.111109	1.666492	0.765712	1.662257	0.33361	NA	0.199999	1.888891	0.333508	NA	0.111109	1.662257	NA	0.199997	0.33361	0.199997	0.994708	NA	0.199997	NA	NA	NA	1.666227	1.000164	0.199997
Contig7695	5019	Contig7695_5019	2	1	14185263	0.854743	1.666447	1.800003	0.333508	0.340313	1.018972	0.350758	1.66639	1.800001	0.333683	0.111109	NA	0.199997	NA	0.333508	0.111109	1.002529	1.66491	0.998736	0.998737	0.199997	0.99434	NA	0.058822	1.800003	0.33361	0.111109	1.666492	0.997468	1.662257	0.33361	1.662257	0.111109	1.800003	0.333508	0.335545	0.111109	1.800001	NA	0.111108	0.199997	0.199997	0.994708	NA	0.111109	NA	NA	NA	1.666492	1	0.199997
Contig7695	5100	Contig7695_5100	3	2	14185344	0.794777	1.659687	0.909089	0.33361	NA	1.66491	0.199999	NA	NA	0.333508	0.199999	NA	0.111109	0.337743	0.340313	0.200012	1.66491	1.888891	0.998814	NA	NA	1.66491	0.340313	1.666227	1.800003	0.199997	0.199999	0.33509	1.66639	1.001253	NA	NA	0.993675	1.666492	0.333508	1.66491	0.200145	1.662257	NA	0.199997	0.333508	NA	1.800001	1.888891	0.058822	0.376421	NA	0.337743	NA	NA	NA
Contig7695	5166	Contig7695_5166	3	0	14185410	0.977951	1.800003	0.333508	0.33361	0.333508	1.799929	NA	NA	0.333888	1	0.199997	NA	0.199997	1.66639	NA	0.33509	1.666227	1.800003	NA	NA	0.336838	NA	NA	1.666492	1.666227	0.199997	0.199997	0.998736	1.059303	1.001592	NA	NA	0.33361	1.666492	0.111109	NA	0.333508	NA	NA	0.199997	0.333508	0.333508	1.000002	1.666492	0.111109	1.109922	NA	0.337743	1.666447	1.000001	0.333553
Contig7695	5175	Contig7695_5175	2	0	14185419	0.849359	1.800003	0.333508	0.33361	0.333508	1.800003	NA	NA	0.33361	1	0.199997	NA	0.199997	1.66639	0.33509	0.33509	1.66639	1.800003	NA	NA	0.333508	NA	NA	1.666492	1.666112	0.199997	0.111109	0.998736	1.234289	1.196832	0.33361	NA	0.334213	1.666492	0.111109	NA	0.333553	NA	NA	0.199997	NA	0.33361	0.999901	1.666492	0.030302	1.000792	NA	0.337743	1.66639	1.000001	0.333773
Contig7695	5484	Contig7695_5484	1	3	14185728	0.162801	NA	1.659687	1.659687	NA	1.799999	1.66639	1.663882	NA	NA	1.66639	NA	1.800001	1.66491	NA	1.941178	1.800001	0.33509	1.799945	1.666492	1.888891	NA	NA	1.000066	NA	NA	NA	0.33361	NA	1.66639	NA	0.33361	1.659687	NA	1.649242	NA	1.659687	0.340313	1.666227	1.888891	NA	1.023908	1	NA	1.666492	0.336838	1.66491	NA	0.199997	0.199997	NA
Contig7695	6045	Contig7695_6045	1	2	14186289	0.916831	1.888891	1.666492	NA	NA	NA	0.199997	NA	0.33509	0.333508	NA	0.199997	0.333508	1.001266	NA	NA	1.001266	1.666492	0.941459	1.666492	0.111109	1.666492	1	0.333508	1.666492	0.333508	0.111109	0.199997	1.234286	NA	0.333508	1.666492	NA	0.333888	0.199997	NA	NA	1.666317	0.111109	NA	0.111109	0.33361	1.800003	1.001239	0.333508	NA	1.623577	1.666492	1.666492	0.33473	0.333773
Contig7695	6081	Contig7695_6081	3	1	14186325	0.981157	1.666492	1.000164	NA	NA	NA	0.199997	NA	0.33509	0.333508	NA	0.333508	NA	1.001265	NA	0.333508	1.002005	1.888891	0.998736	1.666492	0.111109	1.666492	0.333508	NA	1.800003	NA	0.333553	0.199997	0.99963	NA	0.333508	NA	0.333508	1	0.111109	NA	NA	NA	0.199997	0.33473	0.199997	0.333508	1.666492	0.889915	0.333508	NA	1.666447	NA	1.666447	NA	NA
Contig7695	6131	Contig7695_6131	0	1	14186375	0.641398	1.666492	0.993697	0.99434	NA	1.799974	0.199997	NA	0.199999	1.666492	NA	0.333508	0.111109	0.997471	NA	0.199999	1.666492	1.888891	1.01965	0.33361	0.337743	NA	0.333508	0.199997	1.941178	NA	0.333508	0.199997	1.666492	0.333508	0.199997	NA	0.111109	0.333888	0.199999	NA	NA	NA	0.199997	0.199997	0.333508	0.333508	1.001265	0.997468	0.058822	NA	1.800003	NA	1.666447	1.639217	NA
Contig7695	6136	Contig7695_6136	3	2	14186380	0.215631	0.333508	1.00126	1.00037	NA	0.199997	0.99434	NA	1.800001	0.33473	NA	1.666492	1.888891	1.005032	NA	1.800001	1.666317	NA	0.9875	1.66639	1.662257	NA	1.666492	1.800001	0.058822	NA	1.666492	1.800003	0.333508	1.666447	1.800003	NA	1.888891	1.666227	1.799985	NA	NA	NA	1.800003	1.800003	1.666492	1.666492	0.998735	NA	1.941178	NA	NA	NA	0.333553	0.333508	NA
Contig7695	6163	Contig7695_6163	1	2	14186407	0.882757	1.666492	0.998709	0.995625	NA	1.799988	0.333508	NA	0.333508	1.666492	NA	0.333508	0.111109	0.997471	NA	0.199999	1	1.800003	1.024597	0.33361	0.337743	NA	0.333508	0.996048	1.992249	NA	0.199997	0.333508	1.666492	0.333553	0.199997	NA	0.111109	0.33361	0.199997	NA	NA	NA	0.199997	0.199999	0.333508	0.333508	1.001265	1.800001	0.111109	NA	1.66639	NA	1.665787	1.799992	NA
Contig7695	6168	Contig7695_6168	2	1	14186412	0.886833	1.888891	0.996885	0.910368	NA	1.799996	0.333508	NA	0.333508	1.666492	NA	0.333508	0.111109	0.997471	NA	0.199999	1	1.666492	1.023908	0.33361	0.337743	NA	0.333508	0.998773	1.992249	NA	0.199997	0.333508	1.666492	0.333508	0.199999	NA	0.111109	0.333508	0.33361	NA	NA	NA	0.199997	0.333508	0.333508	NA	1.001265	1.79999	0.111109	NA	1.666447	NA	1.66491	1.800003	NA
Contig7695	6236	Contig7695_6236	3	0	14186480	0.70446	1.984616	1.000002	0.889915	0.333508	1.666492	NA	1.666492	1.666492	0.33361	0.199997	NA	0.007751	NA	NA	NA	0.925279	NA	1.800001	0.33361	0.058822	NA	1.666492	1.666492	1.984616	NA	NA	NA	1.800003	1.001265	NA	0.33361	0.199997	NA	0.200021	NA	NA	NA	NA	NA	NA	1.01501	1.941178	1.00037	0.111109	NA	1.66639	1.800003	1.666492	1.666492	NA
Contig7695	6299	Contig7695_6299	3	1	14186543	0.830294	1.984616	0.998792	0.333508	0.333553	1.666492	0.333683	1.666492	1.666492	0.33361	0.199997	0.333773	0.058822	NA	0.333508	NA	1.799996	1.800003	1.666492	1.000001	0.111109	NA	0.997468	0.998633	1.992249	0.199997	NA	NA	1.666227	1.002529	0.333508	1.000001	0.199997	1.800003	0.111108	NA	NA	1.800003	0.199997	0.333773	NA	1.000006	1.800003	0.33361	0.199997	NA	NA	1.800003	1.666112	NA	0.199997
Contig7695	6325	Contig7695_6325	1	0	14186569	0.836624	1.941178	1.666492	1	0.199997	1.665967	0.333553	NA	1.666492	NA	NA	0.333508	0.333508	NA	0.333888	0.333508	1.800003	1.800003	0.333508	1.66639	0.111109	NA	0.333508	1	1.984616	0.111109	NA	0.333888	1.665272	1.000025	0.333773	0.99963	0.199997	1.800003	0.199997	NA	0.335545	1.800003	0.111109	0.199997	NA	1.001264	1.799999	1.666227	0.199997	NA	NA	1.663882	1.666227	NA	0.199997
Contig7695	6333	Contig7695_6333	2	0	14186577	0.887793	1.941178	1.666112	0.999795	0.199997	NA	0.333508	NA	1.666492	0.334031	NA	0.333508	0.333508	NA	0.333508	0.333888	1.666492	1.800003	0.333508	1.66639	0.111109	1.666112	0.33361	1	1.984616	0.111109	NA	0.333553	1.632257	1.024674	0.333508	0.99963	0.199997	1.800003	0.199997	NA	0.334213	1.800003	0.111109	0.199997	NA	1.001264	1.666112	1.666492	0.199997	NA	NA	NA	1.666492	NA	0.199997
Contig7695	6400	Contig7695_6400	0	1	14186644	0.523809	0.333683	1.012472	0.997468	0.030302	NA	0.340313	1.666492	NA	0.333508	0.333508	0.333508	0.058822	NA	0.333508	0.111109	0.058822	0.333508	1	1.001229	0.058822	1.665967	0.376421	0.199997	0.111109	NA	NA	1.001266	1.662257	0.111109	NA	0.111108	0.340313	1.666492	0.058822	NA	NA	1.632257	0.199997	0.333508	NA	0.199999	1.800003	0.199997	0.33361	0.340313	0.334031	NA	1.632257	NA	0.200003
comp57724_c0_seq1	549	comp57724_c0_seq1_549	2	3	14190739	0.962174	1.941178	0.997996	0.333508	0.333508	1.666492	0.33361	1.941178	NA	0.333773	NA	NA	NA	0.333508	0.333508	0.111109	1.665272	1.888891	1.000007	NA	0.200012	1.666492	0.333508	0.625022	NA	0.333508	0.367743	NA	0.33509	0.111109	0.199997	1	0.111109	0.333508	NA	NA	0.33473	0.998735	0.333508	0.199999	0.333508	1.639217	0.199997	NA	0.199997	0.99434	1.623577	1.666492	1.888891	0.998744	0.030302
comp57724_c0_seq1	737	comp57724_c0_seq1_737	0	2	14190927	0.984043	1.800003	0.994955	NA	0.33361	1.000024	0.202839	NA	0.33473	1.666492	0.111109	NA	0.333508	1.888891	0.111109	0.058822	1	1.800003	1.800003	1.666492	0.199997	NA	1.001264	NA	1.969698	0.333508	NA	0.333508	0.111109	NA	0.333508	1.666492	0.058822	NA	0.333508	NA	0.333508	1.800003	0.058822	NA	0.111109	1.623577	1.001246	NA	0.058822	1.003181	0.997471	1.664455	1.632257	0.998734	0.058822
